SHIPMENT_ID,SHIPMENT_DATE,ORDER_CREATED_TS_UTC,LAST_EVENT_TS_UTC,DELIVERED_TS_UTC,OFFICE_CODE,OFFICE_NAME,CITY,REGION,HUB_TYPE,CUSTOMER_CODE,CUSTOMER_NAME,CUSTOMER_SEGMENT,CUSTOMER_TYPE,PREFERRED_SERVICE_CODE,SERVICE_CODE,SERVICE_NAME,PRIORITY_LEVEL,SLA_HOURS,TEMPERATURE_CONTROL_FLAG,DEST_POSTAL_CODE,DEST_CITY,DEST_REGION,ROUTE_CODE,CARRIER_MODE,WEIGHT_KG,WEIGHT_BAND_RAW,BASE_PRICE_EUR,FUEL_SURCHARGE_EUR,TOTAL_PRICE_EUR,DELIVERY_STATUS,ATTEMPT_COUNT,SOURCE_SYSTEM,SOURCE_PLATFORM,SAP_DOCUMENT_NO,SNOWFLAKE_BATCH_ID,EXTRACT_TS_UTC,ZONE,LAT,LON
PC-2023-108591,2023-05-26,2023-05-26T04:00:00Z,2023-05-27T10:00:00Z,2023-05-28T16:00:00Z,MAD02,ParcelCraft Madrid Hub,Madrid,Centro,Urban Hub,CUST-222,Client_222,SMB,B2C,STD,STD,Standard,Normal,48,False,39009,Santander,Norte,MAD02_Norte,Van,3.5,1-5 kg,12.41,0.99,13.4,Delivered,1.0,SAP_S4,Snowflake,908591,SF_BATCH_PRO,2026-06-25T17:43:51.331698Z,Norte,40.44502662729366,-3.724822935271268
PC-2023-108592,2023-05-22,2023-05-22T02:00:00Z,2023-05-23T17:00:00Z,2023-05-25T09:00:00Z,SEV01,ParcelCraft Sevilla Hub,Sevilla,Sur,Urban Hub,CUST-230,Client_230,Enterprise,B2C,STD,STD,Standard,Normal,48,False,28906,Getafe,Centro,SEV01_Centro,Van,13.8,,9.21,0.74,9.95,Delivered,1.0,SAP_S4,Snowflake,908592,SF_BATCH_PRO,2026-06-25T17:43:51.331714Z,Centro,40.43936195339973,-3.6831827784370974
PC-2023-108593,2023-05-29,2023-05-29T20:00:00Z,2023-05-30T08:00:00Z,2023-05-30T21:00:00Z,GET02,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-195,Client_195,SMB,B2C,EXP,EXP,Express,High,24,False,28904,Getafe,Centro,GET02_Centro,Van,9.7,5-10 kg,9.32,0.75,10.07,Delivered,1.0,SAP_S4,Snowflake,908593,SF_BATCH_PRO,2026-06-25T17:43:51.331730Z,Centro,40.42798312850227,-3.7270852362572593
PC-2023-108594,2023-03-23,2023-03-23T06:00:00Z,2023-03-24T16:00:00Z,2023-03-26T02:00:00Z,MÓS03,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-273,Client_273,Enterprise,B2C,STD,STD,Standard,Normal,48,False,41019,Sevilla,Sur,MÓS03_Sur,Van,6.4,5-10 kg,11.9,0.95,12.85,Delivered,1.0,SAP_S4,Snowflake,908594,SF_BATCH_PRO,2026-06-25T17:43:51.331746Z,Sur,37.41170589921424,-5.992895333649425
PC-2023-108595,2023-04-30,2023-04-30T06:00:00Z,2023-05-01T17:00:00Z,2023-05-03T05:00:00Z,LEG01,ParcelCraft Leganés Hub,Leganés,Centro,Urban Hub,CUST-132,Client_132,SMB,B2B,STD,STD,Standard,Normal,48,False,46028,Valencia,Este,LEG01_Este,Van,1.3,1-5 kg,11.65,0.93,12.58,Delivered,2.0,SAP_S4,Snowflake,908595,SF_BATCH_PRO,2026-06-25T17:43:51.331762Z,Este,39.46999234866907,-0.3738647381959261
PC-2023-108596,2023-03-10,2023-03-10T12:00:00Z,2023-03-10T19:00:00Z,2023-03-11T03:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-164,Client_164,SMB,B2C,SAM,SAM,Same Day,Critical,12,True,12006,Castellón,Este,BAR01_Este,Van,21.8,10+ kg,7.28,0.58,7.86,Delivered,2.0,SAP_S4,Snowflake,908596,SF_BATCH_PRO,2026-06-25T17:43:51.331780Z,Este,40.39837611867009,-3.6694394750126422
PC-2023-108597,2023-02-19,2023-02-19T15:00:00Z,2023-02-20T04:00:00Z,2023-02-20T18:00:00Z,VAL01,ParcelCraft Valencia Hub,Valencia,Este,Urban Hub,CUST-247,Client_247,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28911,Leganés,Centro,VAL01_Centro,Van,11.2,10+ kg,9.35,0.75,10.1,Delivered,,SAP_S4,Snowflake,908597,SF_BATCH_PRO,2026-06-25T17:43:51.331796Z,Centro,40.36588684204575,-3.7147390795543007
PC-2023-108598,2023-04-22,2023-04-22T07:00:00Z,2023-04-22T13:00:00Z,2023-04-22T20:00:00Z,MÓS02,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-146,Client_146,Enterprise,B2B,EXP,EXP,Express,High,24,False,31011,Pamplona,Noreste,MÓS02_Noreste,Van,18.6,10+ kg,10.03,0.8,10.83,Delivered,3.0,SAP_S4,Snowflake,908598,SF_BATCH_PRO,2026-06-25T17:43:51.331813Z,Noreste,40.35548267007242,-3.6764364505982967
PC-2023-108599,2023-04-01,2023-04-01T11:00:00Z,2023-04-01T17:00:00Z,2023-04-02T00:00:00Z,CÁD01,ParcelCraft Cádiz Hub,Cádiz,Sur,Urban Hub,CUST-211,Client_211,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,26008,Logroño,Noreste,CÁD01_Noreste,Van,16.1,10+ kg,11.67,0.93,12.6,Delivered,2.0,SAP_S4,Snowflake,908599,SF_BATCH_PRO,2026-06-25T17:43:51.331830Z,Noreste,40.391476449649765,-3.729900975615747
PC-2023-108600,2023-04-24,2023-04-24T05:00:00Z,2023-04-24T22:00:00Z,2023-04-25T15:00:00Z,GET02,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-170,Client_170,Enterprise,B2B,EXP,EXP,Express,High,24,False,28051,Madrid,Centro,GET02_Centro,Van,16.9,10+ kg,9.38,0.75,10.13,Delivered,3.0,SAP_S4,Snowflake,908600,SF_BATCH_PRO,2026-06-25T17:43:51.331845Z,Centro,40.43324076327677,-3.733449374141415
PC-2023-108601,2023-05-09,2023-05-09T18:00:00Z,2023-05-10T01:00:00Z,2023-05-10T09:00:00Z,TAR01,ParcelCraft Tarragona Hub,Tarragona,Este,Urban Hub,CUST-161,Client_161,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,29016,Málaga,Sur,TAR01_Sur,Van,3.8,1-5 kg,9.84,0.79,10.63,Delivered,2.0,SAP_S4,Snowflake,908601,SF_BATCH_PRO,2026-06-25T17:43:51.331861Z,Sur,40.44928236719233,-3.669116374061037
PC-2023-108602,2023-02-25,2023-02-25T04:00:00Z,2023-02-25T16:00:00Z,2023-02-26T05:00:00Z,CÁD03,ParcelCraft Cádiz Hub,Cádiz,Sur,Urban Hub,CUST-233,Client_233,Enterprise,B2B,STD,STD,Standard,Normal,48,False,8005,Barcelona,Este,CÁD03_Este,Van,9.0,5-10 kg,11.89,0.95,12.84,Delivered,2.0,SAP_S4,Snowflake,908602,SF_BATCH_PRO,2026-06-25T17:43:51.331876Z,Este,41.43108284384266,2.211273440921979
PC-2023-108603,2023-04-16,2023-04-16T16:00:00Z,2023-04-17T06:00:00Z,2023-04-17T20:00:00Z,SAN02,ParcelCraft Santander Hub,Santander,Norte,Urban Hub,CUST-295,Client_295,SMB,B2B,STD,STD,Standard,Normal,48,False,11010,Cádiz,Sur,SAN02_Sur,Van,18.3,10+ kg,10.71,0.86,11.57,Delivered,1.0,SAP_S4,Snowflake,908603,SF_BATCH_PRO,2026-06-25T17:43:51.331892Z,Sur,40.435336840728006,-3.745551964876065
PC-2023-108604,2023-01-07,2023-01-07T22:00:00Z,2023-01-08T09:00:00Z,2023-01-08T21:00:00Z,VAL01,ParcelCraft Valencia Hub,Valencia,Este,Urban Hub,CUST-105,Client_105,Enterprise,B2C,SAM,SAM,Same Day,Critical,12,False,22003,Huesca,Noreste,VAL01_Noreste,Van,10.9,10+ kg,11.04,0.88,11.92,Delivered,1.0,SAP_S4,Snowflake,908604,SF_BATCH_PRO,2026-06-25T17:43:51.331909Z,Noreste,40.37991021635853,-3.697997183611663
PC-2023-108605,2023-01-09,2023-01-09T04:00:00Z,2023-01-09T19:00:00Z,2023-01-10T10:00:00Z,ALC01,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-151,Client_151,SMB,B2C,EXP,EXP,Express,High,24,False,29016,Málaga,Sur,ALC01_Sur,Van,14.3,10+ kg,14.83,1.19,16.02,Delivered,1.0,SAP_S4,Snowflake,908605,SF_BATCH_PRO,2026-06-25T17:43:51.331924Z,Sur,40.38286020204106,-3.7387126848199226
PC-2023-108606,2023-06-16,2023-06-16T10:00:00Z,2023-06-16T17:00:00Z,,HUE01,ParcelCraft Huesca Hub,Huesca,Noreste,Urban Hub,CUST-251,Client_251,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,28065,Madrid,Centro,HUE01_Centro,Van,1.6,1-5 kg,14.82,1.19,16.01,Exception,2.0,SAP_S4,Snowflake,908606,SF_BATCH_PRO,2026-06-25T17:43:51.331939Z,Centro,40.42178540259414,-3.677314681873213
PC-2023-108607,2023-03-01,2023-03-01T16:00:00Z,2023-03-02T22:00:00Z,2023-03-04T04:00:00Z,LEG02,ParcelCraft Leganés Hub,Leganés,Centro,Urban Hub,CUST-114,Client_114,Enterprise,B2C,ECO,ECO,Economy,Low,72,True,46006,Valencia,Este,LEG02_Este,Van,10.4,10+ kg,10.51,0.84,11.35,Delivered,1.0,SAP_S4,Snowflake,908607,SF_BATCH_PRO,2026-06-25T17:43:51.331958Z,Este,39.488427510468085,-0.4245089349122485
PC-2023-108608,2023-05-29,2023-05-29T05:00:00Z,2023-05-31T00:00:00Z,2023-06-01T20:00:00Z,GET01,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-294,Client_294,Enterprise,B2B,ECO,ECO,Economy,Low,72,True,28014,Madrid,Centro,GET01_Centro,Van,6.4,,7.4,0.59,7.99,Delivered,,SAP_S4,Snowflake,908608,SF_BATCH_PRO,2026-06-25T17:43:51.331975Z,Centro,40.39960134963507,-3.655602001308515
PC-2023-108609,2023-02-23,2023-02-23T03:00:00Z,2023-02-23T11:00:00Z,2023-02-23T19:00:00Z,MÓS03,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-197,Client_197,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,48015,Bilbao,Norte,MÓS03_Norte,Van,1.6,1-5 kg,12.79,1.02,13.81,Delivered,3.0,SAP_S4,Snowflake,908609,SF_BATCH_PRO,2026-06-25T17:43:51.331991Z,Norte,43.234751816833096,-2.944562074060101
PC-2023-108610,2023-06-06,2023-06-06T16:00:00Z,2023-06-07T00:00:00Z,,LEG03,ParcelCraft Leganés Hub,Leganés,Centro,Urban Hub,CUST-190,Client_190,SMB,B2B,EXP,EXP,Express,High,24,False,14012,Córdoba,Sur,LEG03_Sur,Van,14.0,10+ kg,15.43,1.23,16.66,Returned,1.0,SAP_S4,Snowflake,908610,SF_BATCH_PRO,2026-06-25T17:43:51.332006Z,Sur,40.41099438699502,-3.710715463188561
PC-2023-108611,2023-02-17,2023-02-17T00:00:00Z,2023-02-18T02:00:00Z,2023-02-19T04:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-121,Client_121,Enterprise,B2B,ECO,ECO,Economy,Low,72,False,11016,Cádiz,Sur,BAR01_Sur,Van,14.5,10+ kg,15.53,1.24,16.77,Delivered,1.0,SAP_S4,Snowflake,908611,SF_BATCH_PRO,2026-06-25T17:43:51.332022Z,Sur,40.36840085263988,-3.744297295186634
PC-2023-108612,2023-05-10,2023-05-10T01:00:00Z,2023-05-10T14:00:00Z,2023-05-11T03:00:00Z,MÁL02,ParcelCraft Málaga Hub,Málaga,Sur,Urban Hub,CUST-283,Client_283,Enterprise,B2C,EXP,EXP,Express,High,24,True,26008,Logroño,Noreste,MÁL02_Noreste,Van,11.9,10+ kg,14.91,1.19,16.1,Delivered,2.0,SAP_S4,Snowflake,908612,SF_BATCH_PRO,2026-06-25T17:43:51.332039Z,Noreste,40.368371473206814,-3.65687689326918
PC-2023-108613,2023-04-09,2023-04-09T07:00:00Z,2023-04-10T19:00:00Z,,MAD02,ParcelCraft Madrid Hub,Madrid,Centro,Urban Hub,CUST-202,Client_202,SMB,B2B,ECO,ECO,Economy,Low,72,False,8028,Barcelona,Este,MAD02_Este,Van,13.9,10+ kg,14.13,1.13,15.26,Returned,1.0,SAP_S4,Snowflake,908613,SF_BATCH_PRO,2026-06-25T17:43:51.332054Z,Este,41.345346503443245,2.1968530660705827
PC-2023-108614,2023-02-13,2023-02-13T22:00:00Z,2023-02-14T05:00:00Z,2023-02-14T13:00:00Z,BAR01,ParcelCraft Barcelona Hub,Barcelona,Este,Urban Hub,CUST-108,Client_108,Enterprise,B2C,EXP,EXP,Express,High,24,False,31019,Pamplona,Noreste,BAR01_Noreste,Van,17.2,10+ kg,14.85,1.19,16.04,Delivered,2.0,SAP_S4,Snowflake,908614,SF_BATCH_PRO,2026-06-25T17:43:51.332070Z,Noreste,40.4242862200233,-3.655163207974727
PC-2023-108615,2023-03-06,2023-03-06T17:00:00Z,2023-03-06T22:00:00Z,,CAS01,ParcelCraft Castellón Hub,Castellón,Este,Urban Hub,CUST-180,Client_180,Enterprise,B2C,SAM,SAM,Same Day,Critical,12,False,28065,Madrid,Centro,CAS01_Centro,Van,2.3,1-5 kg,9.25,0.74,9.99,In Transit,1.0,SAP_S4,Snowflake,908615,SF_BATCH_PRO,2026-06-25T17:43:51.332086Z,Centro,40.44893702558323,-3.721892517895381
PC-2023-108616,2023-02-12,2023-02-12T10:00:00Z,2023-02-12T14:00:00Z,,MAD02,ParcelCraft Madrid Hub,Madrid,Centro,Urban Hub,CUST-158,Client_158,SMB,B2B,SAM,SAM,Same Day,Critical,12,True,28907,Getafe,Centro,MAD02_Centro,Van,10.3,10+ kg,10.0,0.8,10.8,Delivered,1.0,SAP_S4,Snowflake,908616,SF_BATCH_PRO,2026-06-25T17:43:51.332101Z,Centro,40.39491840189905,-3.735458269894956
PC-2023-108617,2023-06-11,2023-06-11T17:00:00Z,2023-06-12T17:00:00Z,2023-06-13T18:00:00Z,MÁL02,ParcelCraft Málaga Hub,Málaga,Sur,Urban Hub,CUST-184,Client_184,Enterprise,B2B,STD,STD,Standard,Normal,48,False,50016,Zaragoza,Noreste,MÁL02_Noreste,Van,20.6,10+ kg,14.28,1.14,15.42,Delivered,,SAP_S4,Snowflake,908617,SF_BATCH_PRO,2026-06-25T17:43:51.332116Z,Noreste,41.63759166415233,-0.9057403579106716
PC-2023-108618,2023-03-20,2023-03-20T19:00:00Z,2023-03-21T12:00:00Z,,GET02,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-154,Client_154,Enterprise,B2B,EXP,EXP,Express,High,24,False,29011,Málaga,Sur,GET02_Sur,Van,16.3,10+ kg,12.54,1.0,13.54,Delivered,,SAP_S4,Snowflake,908618,SF_BATCH_PRO,2026-06-25T17:43:51.332133Z,Sur,40.42228423929743,-3.718819947677152
PC-2023-108619,2023-02-01,2023-02-01T20:00:00Z,2023-02-04T14:00:00Z,2023-02-07T09:00:00Z,MAD01,ParcelCraft Madrid Hub,Madrid,Centro,Urban Hub,CUST-111,Client_111,Enterprise,B2C,ECO,ECO,Economy,Low,72,False,48001,Bilbao,Norte,MAD01_Norte,Van,6.9,5-10 kg,9.44,0.76,10.2,Delivered,1.0,SAP_S4,Snowflake,908619,SF_BATCH_PRO,2026-06-25T17:43:51.332149Z,Norte,43.27619622278768,-2.9768534979068653
PC-2023-108620,2023-06-12,2023-06-12T01:00:00Z,2023-06-12T07:00:00Z,2023-06-12T13:00:00Z,ALC02,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-263,Client_263,Enterprise,B2B,SAM,SAM,Same Day,Critical,12,False,46021,Valencia,Este,ALC02_Este,Van,6.9,5-10 kg,14.57,1.17,15.74,Delivered,,SAP_S4,Snowflake,908620,SF_BATCH_PRO,2026-06-25T17:43:51.332164Z,Este,39.46862244226745,-0.393734059819619
PC-2023-108621,2023-02-27,2023-02-27T06:00:00Z,2023-03-01T06:00:00Z,2023-03-03T07:00:00Z,CAS01,ParcelCraft Castellón Hub,Castellón,Este,Urban Hub,CUST-104,Client_104,SMB,B2B,ECO,ECO,Economy,Low,72,False,43020,Tarragona,Este,CAS01_Este,Van,20.8,10+ kg,10.16,0.81,10.97,Delivered,1.0,SAP_S4,Snowflake,908621,SF_BATCH_PRO,2026-06-25T17:43:51.332181Z,Este,40.4300764379382,-3.700300189294304
PC-2023-108622,2023-03-18,2023-03-18T08:00:00Z,2023-03-18T13:00:00Z,2023-03-18T18:00:00Z,MÓS03,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-159,Client_159,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,28906,Getafe,Centro,MÓS03_Centro,Van,20.0,10+ kg,10.76,0.86,11.62,Delivered,1.0,SAP_S4,Snowflake,908622,SF_BATCH_PRO,2026-06-25T17:43:51.332197Z,Centro,40.44850698707107,-3.689431006679399
PC-2023-108623,2023-02-11,2023-02-11T03:00:00Z,2023-02-13T02:00:00Z,2023-02-15T01:00:00Z,MAD02,ParcelCraft Madrid Hub,Madrid,Centro,Urban Hub,CUST-145,Client_145,Enterprise,B2B,STD,STD,Standard,Normal,48,False,22010,Huesca,Noreste,MAD02_Noreste,Van,14.8,10+ kg,14.88,1.19,16.07,Delivered,3.0,SAP_S4,Snowflake,908623,SF_BATCH_PRO,2026-06-25T17:43:51.332212Z,Noreste,40.38153909882954,-3.70195021190866
PC-2023-108624,2023-06-08,2023-06-08T05:00:00Z,2023-06-09T02:00:00Z,2023-06-10T00:00:00Z,MÓS02,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-161,Client_161,SMB,B2B,STD,STD,Standard,Normal,48,False,12014,Castellón,Este,MÓS02_Este,Van,11.7,10+ kg,14.94,1.2,16.14,Delivered,3.0,SAP_S4,Snowflake,908624,SF_BATCH_PRO,2026-06-25T17:43:51.332228Z,Este,40.370063431677295,-3.7356876160559342
PC-2023-108625,2023-01-31,2023-01-31T22:00:00Z,2023-02-01T04:00:00Z,2023-02-01T10:00:00Z,MÁL02,ParcelCraft Málaga Hub,Málaga,Sur,Urban Hub,CUST-154,Client_154,Enterprise,B2B,SAM,SAM,Same Day,Critical,12,False,48018,Bilbao,Norte,MÁL02_Norte,Van,19.3,10+ kg,15.12,1.21,16.33,Delivered,2.0,SAP_S4,Snowflake,908625,SF_BATCH_PRO,2026-06-25T17:43:51.332245Z,Norte,43.24855928227793,-2.9176900115897317
PC-2023-108626,2023-03-28,2023-03-28T09:00:00Z,2023-03-29T04:00:00Z,2023-03-30T00:00:00Z,ALC01,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-166,Client_166,Enterprise,B2C,STD,STD,Standard,Normal,48,True,22009,Huesca,Noreste,ALC01_Noreste,Van,6.8,5-10 kg,12.56,1.0,13.56,Delivered,1.0,SAP_S4,Snowflake,908626,SF_BATCH_PRO,2026-06-25T17:43:51.332261Z,Noreste,40.35486947560374,-3.738179198352156
PC-2023-108627,2023-03-08,2023-03-08T23:00:00Z,2023-03-10T04:00:00Z,2023-03-11T10:00:00Z,CAS02,ParcelCraft Castellón Hub,Castellón,Este,Urban Hub,CUST-171,Client_171,SMB,B2C,STD,STD,Standard,Normal,48,False,28064,Madrid,Centro,CAS02_Centro,Van,7.0,5-10 kg,10.14,0.81,10.95,Delivered,,SAP_S4,Snowflake,908627,SF_BATCH_PRO,2026-06-25T17:43:51.332280Z,Centro,40.46288764565399,-3.743028828484517
PC-2023-108628,2023-05-30,2023-05-30T01:00:00Z,2023-05-30T12:00:00Z,2023-05-30T23:00:00Z,TAR01,ParcelCraft Tarragona Hub,Tarragona,Este,Urban Hub,CUST-273,Client_273,Enterprise,B2C,EXP,EXP,Express,High,24,False,8023,Barcelona,Este,TAR01_Este,Van,13.5,10+ kg,11.93,0.95,12.88,Delivered,1.0,SAP_S4,Snowflake,908628,SF_BATCH_PRO,2026-06-25T17:43:51.332296Z,Este,41.34493135011164,2.18768518678612
PC-2023-108629,2023-04-15,2023-04-15T02:00:00Z,2023-04-15T21:00:00Z,2023-04-16T16:00:00Z,LEG03,ParcelCraft Leganés Hub,Leganés,Centro,Urban Hub,CUST-101,Client_101,SMB,B2B,STD,STD,Standard,Normal,48,False,41018,Sevilla,Sur,LEG03_Sur,Van,23.6,10+ kg,14.51,1.16,15.67,Delivered,1.0,SAP_S4,Snowflake,908629,SF_BATCH_PRO,2026-06-25T17:43:51.332313Z,Sur,37.437555060279934,-5.938311812505494
PC-2023-108630,2023-02-23,2023-02-23T14:00:00Z,2023-02-24T10:00:00Z,2023-02-25T07:00:00Z,MÓS03,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-261,Client_261,Enterprise,B2C,EXP,EXP,Express,High,24,False,29004,Málaga,Sur,MÓS03_Sur,Van,4.7,1-5 kg,9.68,0.77,10.45,Delivered,1.0,SAP_S4,Snowflake,908630,SF_BATCH_PRO,2026-06-25T17:43:51.332328Z,Sur,40.39027193541753,-3.697619978476309
PC-2023-108631,2023-01-26,2023-01-26T00:00:00Z,2023-01-26T10:00:00Z,2023-01-26T20:00:00Z,CÁD02,ParcelCraft Cádiz Hub,Cádiz,Sur,Urban Hub,CUST-292,Client_292,SMB,B2B,EXP,EXP,Express,High,24,False,29013,Málaga,Sur,CÁD02_Sur,Van,14.8,10+ kg,10.31,0.82,11.13,Delivered,1.0,SAP_S4,Snowflake,908631,SF_BATCH_PRO,2026-06-25T17:43:51.332344Z,Sur,40.43589762589768,-3.662209551781668
PC-2023-108632,2023-04-24,2023-04-24T21:00:00Z,2023-04-25T06:00:00Z,,CÁD02,ParcelCraft Cádiz Hub,Cádiz,Sur,Urban Hub,CUST-208,Client_208,Enterprise,B2C,SAM,SAM,Same Day,Critical,12,False,26007,Logroño,Noreste,CÁD02_Noreste,Van,23.7,10+ kg,14.17,1.13,15.3,Delivered,1.0,SAP_S4,Snowflake,908632,SF_BATCH_PRO,2026-06-25T17:43:51.332359Z,Noreste,40.38924434703932,-3.741259924566039
PC-2023-108633,2023-05-21,2023-05-21T18:00:00Z,2023-05-23T21:00:00Z,2023-05-26T01:00:00Z,PAM03,ParcelCraft Pamplona Hub,Pamplona,Noreste,Urban Hub,CUST-171,Client_171,SMB,B2C,ECO,ECO,Economy,Low,72,False,14019,Córdoba,Sur,PAM03_Sur,Van,4.9,1-5 kg,11.22,0.9,12.12,Delivered,1.0,SAP_S4,Snowflake,908633,SF_BATCH_PRO,2026-06-25T17:43:51.332376Z,Sur,40.37971506889527,-3.735113359951008
PC-2023-108634,2023-02-20,2023-02-20T11:00:00Z,2023-02-20T14:00:00Z,,BIL01,ParcelCraft Bilbao Hub,Bilbao,Norte,Urban Hub,CUST-173,Client_173,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,29012,Málaga,Sur,BIL01_Sur,Van,18.1,10+ kg,10.15,0.81,10.96,Exception,2.0,SAP_S4,Snowflake,908634,SF_BATCH_PRO,2026-06-25T17:43:51.332392Z,Sur,40.43003042295666,-3.659341774600033
PC-2023-108635,2023-06-02,2023-06-02T03:00:00Z,2023-06-02T09:00:00Z,,TAR01,ParcelCraft Tarragona Hub,Tarragona,Este,Urban Hub,CUST-215,Client_215,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,33010,Oviedo,Norte,TAR01_Norte,Van,21.5,10+ kg,9.3,0.74,10.04,Delivered,1.0,SAP_S4,Snowflake,908635,SF_BATCH_PRO,2026-06-25T17:43:51.332409Z,Norte,40.38540514783558,-3.7289935341956433
PC-2023-108636,2023-01-07,2023-01-07T20:00:00Z,2023-01-08T23:00:00Z,2023-01-10T03:00:00Z,GET02,ParcelCraft Getafe Hub,Getafe,Centro,Urban Hub,CUST-197,Client_197,SMB,B2C,ECO,ECO,Economy,Low,72,False,28937,Móstoles,Centro,GET02_Centro,Van,7.7,5-10 kg,7.24,0.58,7.82,Delivered,2.0,SAP_S4,Snowflake,908636,SF_BATCH_PRO,2026-06-25T17:43:51.332424Z,Centro,40.35648384854949,-3.709789001022065
PC-2023-108637,2023-05-04,2023-05-04T12:00:00Z,2023-05-05T00:00:00Z,2023-05-05T13:00:00Z,LEG02,ParcelCraft Leganés Hub,Leganés,Centro,Urban Hub,CUST-114,Client_114,Enterprise,B2C,EXP,EXP,Express,High,24,False,33015,Oviedo,Norte,LEG02_Norte,Van,19.6,10+ kg,11.14,0.89,12.03,Delivered,3.0,SAP_S4,Snowflake,908637,SF_BATCH_PRO,2026-06-25T17:43:51.332440Z,Norte,40.40921600102738,-3.693010788233442
PC-2023-108638,2023-06-15,2023-06-15T10:00:00Z,2023-06-17T13:00:00Z,,SEV01,ParcelCraft Sevilla Hub,Sevilla,Sur,Urban Hub,CUST-228,Client_228,Enterprise,B2C,ECO,ECO,Economy,Low,72,False,26006,Logroño,Noreste,SEV01_Noreste,Van,15.2,,15.42,1.23,16.65,Exception,3.0,SAP_S4,Snowflake,908638,SF_BATCH_PRO,2026-06-25T17:43:51.332456Z,Noreste,40.42895522084135,-3.7303611946494
PC-2023-108639,2023-04-07,2023-04-07T03:00:00Z,2023-04-09T08:00:00Z,2023-04-11T13:00:00Z,MAD03,ParcelCraft Madrid Hub,Madrid,Centro,Urban Hub,CUST-276,Client_276,SMB,B2C,ECO,ECO,Economy,Low,72,False,8031,Barcelona,Este,MAD03_Este,Van,12.8,,14.1,1.13,15.23,Delivered,1.0,SAP_S4,Snowflake,908639,SF_BATCH_PRO,2026-06-25T17:43:51.332475Z,Este,41.38215549051416,2.191911124891201
PC-2023-108640,2023-06-11,2023-06-11T00:00:00Z,2023-06-12T08:00:00Z,2023-06-13T17:00:00Z,MÓS02,ParcelCraft Móstoles Hub,Móstoles,Centro,Urban Hub,CUST-177,Client_177,Enterprise,B2B,ECO,ECO,Economy,Low,72,False,31013,Pamplona,Noreste,MÓS02_Noreste,Van,14.0,10+ kg,11.28,0.9,12.18,Delivered,1.0,SAP_S4,Snowflake,908640,SF_BATCH_PRO,2026-06-25T17:43:51.332491Z,Noreste,40.40253682267068,-3.747063381613692
PC-2023-108641,2023-04-01,2023-04-01T19:00:00Z,2023-04-03T05:00:00Z,,VAL01,ParcelCraft Valencia Hub,Valencia,Este,Urban Hub,CUST-227,Client_227,SMB,B2C,ECO,ECO,Economy,Low,72,False,41007,Sevilla,Sur,VAL01_Sur,Van,4.5,1-5 kg,14.83,1.19,16.02,Returned,2.0,SAP_S4,Snowflake,908641,SF_BATCH_PRO,2026-06-25T17:43:51.332506Z,Sur,37.41758503569534,-5.986013488239009
PC-2023-108642,2023-03-22,2023-03-22T12:00:00Z,2023-03-22T19:00:00Z,,ALC03,ParcelCraft Alcobendas Hub,Alcobendas,Centro,Urban Hub,CUST-153,Client_153,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,39006,Santander,Norte,ALC03_Norte,Van,15.5,10+ kg,10.48,0.84,11.32,Returned,1.0,SAP_S4,Snowflake,908642,SF_BATCH_PRO,2026-06-25T17:43:51.332521Z,Norte,40.35309144433078,-3.726569755543974
