SHIPMENT_ID,SHIPMENT_DATE,ORDER_CREATED_TS_UTC,LAST_EVENT_TS_UTC,DELIVERED_TS_UTC,OFFICE_CODE,OFFICE_NAME,CITY,REGION,HUB_TYPE,CUSTOMER_CODE,CUSTOMER_NAME,CUSTOMER_SEGMENT,CUSTOMER_TYPE,PREFERRED_SERVICE_CODE,SERVICE_CODE,SERVICE_NAME,PRIORITY_LEVEL,SLA_HOURS,TEMPERATURE_CONTROL_FLAG,DEST_POSTAL_CODE,DEST_CITY,DEST_REGION,ROUTE_CODE,CARRIER_MODE,WEIGHT_KG,WEIGHT_BAND_RAW,BASE_PRICE_EUR,FUEL_SURCHARGE_EUR,TOTAL_PRICE_EUR,DELIVERY_STATUS,ATTEMPT_COUNT,SOURCE_SYSTEM,SOURCE_PLATFORM,SAP_DOCUMENT_NO,SNOWFLAKE_BATCH_ID,EXTRACT_TS_UTC
PC-2024-000379,2024-01-26,2024-01-26T11:10:00Z,2024-01-27T05:10:00Z,2024-01-27T16:10:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46713,Tarragona,Este,R-BCN01-02,Van,4.5,1-5 kg,12.69,0.83,13.52,Delivered,1.0,SAP_ECC,Snowflake,8225400380,SF_BATCH_20240105,2024-02-29T11:54:00Z
PC-2024-000543,2024-01-26,2024-01-26T11:25:00Z,2024-01-26T22:25:00Z,2024-01-27T07:25:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,EXP,Express,High,24,False,46762,Hospitalet de Llobregat,Este,R-VAL02-01,Van,1.3,1-5 kg,11.21,0.88,12.09,Delivered,1.0,SAP_S4,Snowflake,8225400544,SF_BATCH_20240105,2024-02-13T11:33:00Z
PC-2024-000100,2024-01-26,2024-01-26T11:45:00Z,2024-01-26T23:45:00Z,2024-01-27T09:45:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,EXP,Express,High,24,False,46414,Hospitalet de Llobregat,Este,R-VAL02-01,Van,2.6,1-5 kg,12.14,0.83,12.97,Delivered,1.0,SAP_S4,Snowflake,8225400101,SF_BATCH_20240105,2024-02-17T12:20:00Z
PC-2024-000565,2024-01-26,2024-01-26T12:20:00Z,2024-01-27T18:20:00Z,2024-01-28T23:20:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,46570,Castellón,Este,R-VAL02-01,Van,2.1,1-5 kg,8.49,0.66,9.15,Delivered,1.0,ParcelOps,Snowflake,8225400566,SF_BATCH_20240105,2024-03-06T12:28:00Z
PC-2024-000232,2024-01-26,2024-01-26T12:30:00Z,2024-01-26T19:30:00Z,2024-01-27T01:30:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,SAM,Same Day,Critical,12,False,28345,Coslada,Centro,R-MAD01-02,Van,3.8,1-5 kg,16.82,1.21,18.03,Delivered,1.0,SAP_ECC,Snowflake,8225400233,SF_BATCH_20240105,2024-03-04T12:58:00Z
PC-2024-000133,2024-01-26,2024-01-26T12:50:00Z,2024-01-28T18:50:00Z,2024-01-29T05:50:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,ECO,Economy,Low,72,False,46665,Badalona,Este,R-BCN01-02,Van,8.4,5-10 kg,7.74,0.6,8.34,Delivered,1.0,SAP_S4,Snowflake,8225400134,SF_BATCH_20240105,2024-02-09T13:00:00Z
PC-2024-000389,2024-01-26,2024-01-26T12:50:00Z,2024-01-28T04:50:00Z,2024-01-29T22:50:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-109,UrbanNest,SMB,B2C,ECO,ECO,Economy,Low,72,False,46134,Castellón,Este,R-VAL02-01,Van,2.2,1-5 kg,7.51,0.5,8.01,Delivered,1.0,ParcelOps,Snowflake,8225400390,SF_BATCH_20240105,2024-02-10T13:46:00Z
PC-2024-000260,2024-01-26,2024-01-26T13:05:00Z,2024-01-27T03:05:00Z,2024-01-27T14:05:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,EXP,Express,High,24,False,41767,Cádiz,Sur,R-SEV01-02,Van,0.8,0-1 kg,11.42,0.92,12.34,Delivered,1.0,ParcelOps,Snowflake,8225400261,SF_BATCH_20240105,2024-02-05T13:37:00Z
PC-2024-000469,2024-01-26,2024-01-26T13:05:00Z,2024-01-26T23:05:00Z,2024-01-27T13:05:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,EXP,Express,High,24,False,28447,Madrid,Centro,R-MAD02-01,Van,6.7,5-10 kg,12.91,0.84,13.75,Delivered,1.0,SAP_ECC,Snowflake,8225400470,SF_BATCH_20240105,2024-03-05T13:56:00Z
PC-2024-000067,2024-01-26,2024-01-26T13:35:00Z,2024-01-27T18:35:00Z,2024-01-28T17:35:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,41097,Jerez de la Frontera,Sur,R-SEV01-02,Van,3.3,1-5 kg,9.28,0.66,9.94,Delivered,1.0,SAP_S4,Snowflake,8225400068,SF_BATCH_20240105,2024-02-29T14:02:00Z
PC-2024-000006,2024-01-26,2024-01-26T14:40:00Z,2024-01-27T09:40:00Z,2024-01-28T04:40:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28093,Getafe,Centro,R-MAD02-01,Van,5.1,5-10 kg,9.97,0.72,10.69,Delivered,1.0,SAP_ECC,Snowflake,8225400007,SF_BATCH_20240105,2024-02-26T14:58:00Z
PC-2024-000065,2024-01-26,2024-01-26T15:00:00Z,2024-01-28T10:00:00Z,2024-01-29T12:00:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,ECO,Economy,Low,72,False,41196,Cádiz,Sur,R-SEV01-02,Van,3.0,1-5 kg,7.56,0.63,8.19,Delivered,2.0,SAP_S4,Snowflake,8225400066,SF_BATCH_20240105,2024-02-22T15:25:00Z
PC-2024-000484,2024-01-26,2024-01-26T15:25:00Z,2024-01-28T01:25:00Z,2024-01-28T08:25:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,46704,Badalona,Este,R-BCN01-02,Van,1.5,1-5 kg,8.22,0.57,8.79,Delivered,1.0,SAP_S4,Snowflake,8225400485,SF_BATCH_20240105,2024-02-15T15:59:00Z
PC-2024-000143,2024-01-26,2024-01-26T15:55:00Z,2024-01-27T05:55:00Z,2024-01-27T13:55:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28897,Fuenlabrada,Centro,R-MAD01-02,Van,4.8,1-5 kg,11.14,0.92,12.06,Delivered,1.0,SAP_ECC,Snowflake,8225400144,SF_BATCH_20240105,2024-02-14T16:43:00Z
PC-2024-000558,2024-01-26,2024-01-26T15:55:00Z,2024-01-28T16:55:00Z,2024-01-29T11:55:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,ECO,Economy,Low,72,False,46224,Barcelona,Este,R-BCN01-02,Van,5.6,5-10 kg,7.98,0.64,8.62,Delivered,1.0,SAP_S4,Snowflake,8225400559,SF_BATCH_20240105,2024-02-28T16:19:00Z
PC-2024-000537,2024-01-26,2024-01-26T16:55:00Z,2024-01-27T19:55:00Z,2024-01-29T02:55:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,STD,Standard,Normal,48,False,41117,Cádiz,Sur,R-SEV01-02,Van,14.8,10+ kg,9.86,0.72,10.58,Delivered,1.0,SAP_S4,Snowflake,8225400538,SF_BATCH_20240105,2024-02-19T16:58:00Z
PC-2024-000489,2024-01-27,2024-01-27T09:00:00Z,2024-01-28T11:00:00Z,2024-01-28T21:00:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-105,BlueYonder Home,SMB,B2C,STD,STD,Standard,Normal,48,False,46481,Hospitalet de Llobregat,Este,R-VAL02-01,Van,1.6,1-5 kg,8.76,0.61,9.37,Delivered,1.0,SAP_ECC,Snowflake,8225400490,SF_BATCH_20240105,2024-03-11T09:49:00Z
PC-2024-000417,2024-01-27,2024-01-27T09:45:00Z,2024-01-28T04:45:00Z,2024-01-29T09:45:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,STD,Standard,Normal,48,False,46600,Sabadell,Este,R-BCN01-02,Van,10.9,10+ kg,10.96,0.81,11.77,Delivered,1.0,SAP_ECC,Snowflake,8225400418,SF_BATCH_20240105,2024-03-01T10:24:00Z
PC-2024-000135,2024-01-27,2024-01-27T10:15:00Z,2024-01-28T00:15:00Z,,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,46424,Tarragona,Este,R-BCN01-02,Van,9.6,5-10 kg,13.62,0.99,14.61,Exception,1.0,SAP_ECC,Snowflake,8225400136,SF_BATCH_20240105,2024-02-29T10:42:00Z
PC-2024-000111,2024-01-27,2024-01-27T11:10:00Z,2024-01-29T21:10:00Z,2024-01-29T23:10:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-109,UrbanNest,SMB,B2C,ECO,ECO,Economy,Low,72,False,28988,Madrid,Centro,R-MAD01-02,Van,1.0,0-1 kg,6.58,0.48,7.06,Delivered,1.0,SAP_S4,Snowflake,8225400112,SF_BATCH_20240105,2024-02-23T11:26:00Z
PC-2024-000476,2024-01-27,2024-01-27T11:45:00Z,2024-01-28T01:45:00Z,2024-01-28T09:45:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,EXP,Express,High,24,False,50274,Zaragoza,Noreste,R-ZAR01-01,Linehaul,4.1,1-5 kg,11.4,0.8,12.2,Delivered,3.0,SAP_S4,Snowflake,8225400477,SF_BATCH_20240105,2024-02-17T11:49:00Z
PC-2024-000126,2024-01-27,2024-01-27T12:05:00Z,2024-01-28T18:05:00Z,2024-01-29T22:05:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,ECO,Economy,Low,72,False,28864,Alcalá de Henares,Centro,R-MAD02-01,Van,0.8,0-1 kg,6.59,0.54,7.13,Delivered,2.0,SAP_S4,Snowflake,8225400127,SF_BATCH_20240105,2024-03-03T12:24:00Z
PC-2024-000190,2024-01-27,2024-01-27T13:15:00Z,2024-01-28T00:15:00Z,2024-01-28T06:15:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46167,Hospitalet de Llobregat,Este,R-BCN01-02,Van,4.4,1-5 kg,11.68,0.8,12.48,Delivered,1.0,SAP_ECC,Snowflake,8225400191,SF_BATCH_20240105,2024-02-12T13:21:00Z
PC-2024-000192,2024-01-27,2024-01-27T13:25:00Z,2024-01-28T01:25:00Z,2024-01-28T10:25:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,EXP,Express,High,24,False,41614,Dos Hermanas,Sur,R-SEV01-02,Van,9.6,5-10 kg,13.33,0.91,14.24,Delivered,2.0,SAP_S4,Snowflake,8225400193,SF_BATCH_20240105,2024-03-06T14:00:00Z
PC-2024-000169,2024-01-27,2024-01-27T14:05:00Z,2024-01-28T12:05:00Z,2024-01-30T00:05:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,41456,Córdoba,Sur,R-SEV01-02,Van,0.6,0-1 kg,7.92,0.56,8.48,Delivered,1.0,ParcelOps,Snowflake,8225400170,SF_BATCH_20240105,2024-02-28T14:08:00Z
PC-2024-000164,2024-01-27,2024-01-27T14:20:00Z,2024-01-28T14:20:00Z,2024-01-29T22:20:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,46677,Barcelona,Este,R-VAL02-01,Van,1.0,0-1 kg,8.48,0.64,9.12,Delivered,1.0,SAP_S4,Snowflake,8225400165,SF_BATCH_20240105,2024-03-10T15:02:00Z
PC-2024-000322,2024-01-27,2024-01-27T15:00:00Z,2024-01-29T09:00:00Z,2024-01-30T15:00:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,ECO,Economy,Low,72,False,28442,Coslada,Centro,R-MAD02-01,Van,22.0,10+ kg,9.7,0.67,10.37,Delivered,2.0,ParcelOps,Snowflake,8225400323,SF_BATCH_20240105,2024-02-27T15:13:00Z
PC-2024-000231,2024-01-27,2024-01-27T16:25:00Z,2024-01-29T03:25:00Z,2024-01-30T09:25:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,ECO,Economy,Low,72,False,41125,Cádiz,Sur,R-SEV01-02,Van,5.5,5-10 kg,8.27,0.62,8.89,Delivered,1.0,SAP_ECC,Snowflake,8225400232,SF_BATCH_20240105,2024-02-21T16:28:00Z
PC-2024-000105,2024-01-27,2024-01-27T16:50:00Z,2024-01-28T18:50:00Z,2024-01-29T18:50:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46642,Barcelona,Este,R-VAL02-01,Van,0.9,0-1 kg,8.33,0.58,8.91,Delivered,2.0,SAP_S4,Snowflake,8225400106,SF_BATCH_20240105,2024-02-28T17:08:00Z
PC-2024-000007,2024-01-28,2024-01-28T07:05:00Z,2024-01-30T04:05:00Z,2024-01-31T03:05:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-109,UrbanNest,SMB,B2C,ECO,ECO,Economy,Low,72,False,46570,Barcelona,Este,R-BCN01-02,Van,1.5,1-5 kg,8.04,0.54,8.58,Delivered,1.0,SAP_S4,Snowflake,8225400008,SF_BATCH_20240105,2024-03-12T07:44:00Z
PC-2024-000050,2024-01-28,2024-01-28T08:10:00Z,2024-01-29T04:10:00Z,2024-01-30T00:10:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,STD,Standard,Normal,48,False,28416,Fuenlabrada,Centro,R-MAD02-01,Van,7.9,5-10 kg,9.02,0.68,9.7,Delivered,1.0,SAP_ECC,Snowflake,8225400051,SF_BATCH_20240105,2024-03-04T08:56:00Z
PC-2024-000346,2024-01-28,2024-01-28T08:20:00Z,2024-01-30T00:20:00Z,2024-01-31T03:20:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,ECO,Economy,Low,72,False,28700,Getafe,Centro,R-MAD01-02,Van,0.4,0-1 kg,6.35,0.48,6.83,Delivered,1.0,SAP_S4,Snowflake,8225400347,SF_BATCH_20240105,2024-02-15T08:42:00Z
PC-2024-000272,2024-01-28,2024-01-28T08:35:00Z,2024-01-28T13:35:00Z,2024-01-28T17:35:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,28068,Alcorcón,Centro,R-MAD01-02,Van,5.9,5-10 kg,17.37,1.22,18.59,Delivered,1.0,ParcelOps,Snowflake,8225400273,SF_BATCH_20240105,2024-02-27T08:47:00Z
PC-2024-000380,2024-01-28,2024-01-28T08:45:00Z,2024-01-28T22:45:00Z,2024-01-29T13:45:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46758,Barcelona,Este,R-VAL02-01,Van,6.9,5-10 kg,13.96,0.99,14.95,Delivered,1.0,SAP_ECC,Snowflake,8225400381,SF_BATCH_20240105,2024-03-10T09:23:00Z
PC-2024-000519,2024-01-28,2024-01-28T08:55:00Z,2024-01-29T09:55:00Z,2024-01-30T18:55:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,28956,Fuenlabrada,Centro,R-MAD02-01,Van,0.3,0-1 kg,8.38,0.58,8.96,Delivered,1.0,SAP_S4,Snowflake,8225400520,SF_BATCH_20240105,2024-02-19T08:56:00Z
PC-2024-000378,2024-01-28,2024-01-28T09:00:00Z,2024-01-28T20:00:00Z,2024-01-29T15:00:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,50229,Pamplona,Noreste,R-ZAR01-01,Linehaul,0.7,0-1 kg,11.47,0.8,12.27,Delivered,1.0,SAP_S4,Snowflake,8225400379,SF_BATCH_20240105,2024-02-29T09:58:00Z
PC-2024-000184,2024-01-28,2024-01-28T10:25:00Z,2024-01-29T21:25:00Z,2024-01-30T02:25:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,46633,Castellón,Este,R-VAL02-01,Van,1.7,1-5 kg,8.26,0.59,8.85,Delivered,1.0,SAP_ECC,Snowflake,8225400185,SF_BATCH_20240105,2024-02-22T11:11:00Z
PC-2024-000004,2024-01-28,2024-01-28T10:55:00Z,2024-01-30T02:55:00Z,2024-01-31T07:55:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,ECO,Economy,Low,72,False,50746,Logroño,Noreste,R-ZAR01-01,Linehaul,11.9,10+ kg,8.39,0.64,9.03,Delivered,1.0,SAP_ECC,Snowflake,8225400005,SF_BATCH_20240105,2024-02-10T11:50:00Z
PC-2024-000461,2024-01-28,2024-01-28T11:10:00Z,2024-01-28T21:10:00Z,2024-01-29T13:10:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,41927,Málaga,Sur,R-SEV01-02,Van,0.8,0-1 kg,11.96,0.98,12.94,Delivered,1.0,ParcelOps,Snowflake,8225400462,SF_BATCH_20240105,2024-02-27T11:21:00Z
PC-2024-000451,2024-01-28,2024-01-28T11:20:00Z,2024-01-30T01:20:00Z,2024-01-30T03:20:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,STD,Standard,Normal,48,False,41406,Dos Hermanas,Sur,R-SEV01-02,Van,2.1,1-5 kg,9.09,0.61,9.7,Delivered,1.0,SAP_S4,Snowflake,8225400452,SF_BATCH_20240105,2024-02-04T11:50:00Z
PC-2024-000145,2024-01-28,2024-01-28T12:10:00Z,2024-01-29T21:10:00Z,2024-01-30T04:10:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,28097,Madrid,Centro,R-MAD01-02,Van,7.5,5-10 kg,10.18,0.76,10.94,Delivered,1.0,SAP_ECC,Snowflake,8225400146,SF_BATCH_20240105,2024-03-05T12:32:00Z
PC-2024-000363,2024-01-28,2024-01-28T12:35:00Z,2024-01-30T12:35:00Z,2024-01-31T00:35:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,ECO,Economy,Low,72,False,46433,Badalona,Este,R-BCN01-02,Van,11.9,10+ kg,9.44,0.66,10.1,Delivered,2.0,SAP_S4,Snowflake,8225400364,SF_BATCH_20240105,2024-03-08T12:37:00Z
PC-2024-000341,2024-01-28,2024-01-28T12:45:00Z,2024-01-30T00:45:00Z,2024-01-30T14:45:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,28681,Madrid,Centro,R-MAD02-01,Van,10.3,10+ kg,9.78,0.69,10.47,Delivered,1.0,SAP_S4,Snowflake,8225400342,SF_BATCH_20240105,2024-02-05T13:03:00Z
PC-2024-000460,2024-01-28,2024-01-28T12:50:00Z,2024-01-29T17:50:00Z,2024-01-30T17:50:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,ECO,Economy,Low,72,False,28446,Getafe,Centro,R-MAD01-02,Van,8.6,5-10 kg,7.64,0.54,8.18,Delivered,1.0,SAP_ECC,Snowflake,8225400461,SF_BATCH_20240105,2024-02-04T13:33:00Z
PC-2024-000166,2024-01-28,2024-01-28T13:15:00Z,2024-01-29T08:15:00Z,2024-01-29T18:15:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28822,Fuenlabrada,Centro,R-MAD01-02,Van,4.5,1-5 kg,11.41,0.88,12.29,Delivered,1.0,SAP_S4,Snowflake,8225400167,SF_BATCH_20240105,2024-03-05T13:21:00Z
PC-2024-000019,2024-01-28,2024-01-28T13:25:00Z,2024-01-29T18:25:00Z,2024-01-30T05:25:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-105,BlueYonder Home,SMB,B2C,STD,STD,Standard,Normal,48,False,28154,Fuenlabrada,Centro,R-MAD02-01,Van,2.1,1-5 kg,8.17,0.54,8.71,Delivered,1.0,ParcelOps,Snowflake,8225400020,SF_BATCH_20240105,2024-02-12T14:20:00Z
PC-2024-000032,2024-01-28,2024-01-28T13:35:00Z,2024-01-30T16:35:00Z,2024-01-31T01:35:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-109,UrbanNest,SMB,B2C,ECO,ECO,Economy,Low,72,False,28531,Leganés,Centro,R-MAD02-01,Van,2.0,1-5 kg,6.94,0.57,7.51,Delivered,2.0,SAP_S4,Snowflake,8225400033,SF_BATCH_20240105,2024-02-15T14:05:00Z
PC-2024-000047,2024-01-28,2024-01-28T13:50:00Z,2024-01-29T08:50:00Z,2024-01-29T16:50:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46599,Tarragona,Este,R-BCN01-02,Van,13.7,10+ kg,14.29,1.18,15.47,Delivered,2.0,SAP_ECC,Snowflake,8225400048,SF_BATCH_20240105,2024-02-07T14:10:00Z
PC-2024-000175,2024-01-28,2024-01-28T14:30:00Z,2024-01-28T21:30:00Z,2024-01-29T03:30:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,SAM,Same Day,Critical,12,False,46943,Castellón,Este,R-VAL02-01,Van,8.7,5-10 kg,16.87,1.36,18.23,Delivered,1.0,ParcelOps,Snowflake,8225400176,SF_BATCH_20240105,2024-02-10T14:57:00Z
PC-2024-000520,2024-01-28,2024-01-28T14:35:00Z,2024-01-29T06:35:00Z,2024-01-29T19:35:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,EXP,Express,High,24,False,50425,Pamplona,Noreste,R-ZAR01-01,Linehaul,4.5,1-5 kg,12.33,0.99,13.32,Delivered,1.0,SAP_ECC,Snowflake,8225400521,SF_BATCH_20240105,2024-02-16T14:52:00Z
PC-2024-000292,2024-01-28,2024-01-28T14:45:00Z,2024-01-29T15:45:00Z,2024-01-30T20:45:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-105,BlueYonder Home,SMB,B2C,STD,STD,Standard,Normal,48,False,46493,Badalona,Este,R-VAL02-01,Van,2.3,1-5 kg,7.9,0.55,8.45,Delivered,1.0,SAP_S4,Snowflake,8225400293,SF_BATCH_20240105,2024-02-20T15:04:00Z
PC-2024-000383,2024-01-28,2024-01-28T15:35:00Z,2024-01-29T08:35:00Z,2024-01-29T11:35:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,46489,Tarragona,Este,R-BCN01-02,Van,5.1,5-10 kg,14.17,1.11,15.28,Delivered,1.0,SAP_S4,Snowflake,8225400384,SF_BATCH_20240105,2024-02-21T16:27:00Z
PC-2024-000362,2024-01-28,2024-01-28T17:10:00Z,2024-01-30T00:10:00Z,2024-01-31T07:10:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,ECO,Economy,Low,72,False,28779,Coslada,Centro,R-MAD02-01,Van,3.4,1-5 kg,7.52,0.53,8.05,Delivered,2.0,SAP_ECC,Snowflake,8225400363,SF_BATCH_20240105,2024-02-25T17:42:00Z
PC-2024-000296,2024-01-29,2024-01-29T07:55:00Z,2024-01-29T17:55:00Z,2024-01-30T12:55:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,28695,Alcalá de Henares,Centro,R-MAD01-02,Van,13.9,10+ kg,15.71,1.28,16.99,Delivered,1.0,ParcelOps,Snowflake,8225400297,SF_BATCH_20240105,2024-03-05T08:45:00Z
PC-2024-000242,2024-01-29,2024-01-29T08:00:00Z,2024-01-29T18:00:00Z,2024-01-30T09:00:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,EXP,Express,High,24,False,46723,Tarragona,Este,R-VAL02-01,Van,4.6,1-5 kg,11.28,0.81,12.09,Delivered,2.0,SAP_S4,Snowflake,8225400243,SF_BATCH_20240105,2024-02-21T08:40:00Z
